searchTerms,rank,title,snippet,displayLink,link,queryTime,totalResults,cacheId,formattedUrl,htmlFormattedUrl,htmlSnippet,htmlTitle,kind,pagemap,cseName,count,startIndex,inputEncoding,outputEncoding,safe,cx,siteSearch,siteSearchFilter,searchTime,formattedSearchTime,formattedTotalResults
flights to london,1,Cheap Flights to London (LON) from $287 - KAYAK,"Find flights to London on Norwegian Air UK, Norwegian, WOW air and more. Fly 
round-trip from New York from $328, from Providence from $303, from Baltimore
 ...",www.kayak.com,https://www.kayak.com/flight-routes/United-States-US0/London-LON,2018-11-21 03:37:04.045716+00:00,28000,TBPBbAjP93AJ,https://www.kayak.com/flight-routes/United-States.../London-LON,https://www.kayak.com/<b>flight</b>-routes/United-States.../<b>London</b>-LON,"Find <b>flights to London</b> on Norwegian Air UK, Norwegian, WOW air and more. Fly <br>
round-trip from New York from $328, from Providence from $303, from Baltimore<br>
&nbsp;...",Cheap <b>Flights to London</b> (LON) from $287 - KAYAK,customsearch#result,"{'cse_thumbnail': [{'width': '310', 'height': '163', 'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ2TGuhU4BQGEAzqzd0JENgdlvVTL0_VD3l2HWQAv1P1r7ddVnTHXKx7Mga'}], 'metatags': [{'viewport': 'width=device-width, initial-scale=1', 'format-detection': 'telephone=no', 'msvalidate.01': 'F474AA342B64B17CDE53F5C5D4C07C7A', 'r9-version': 'R441b', 'r9-built': '20181115.053418', 'r9-rendered': '20181117.102529.EST', 'og:image': 'https://a1.r9cdn.net/rimg/provider-logos/common/socialmedia/kayak-logo.png?width=1200&height=630&crop=false', 'og:image:width': '1200', 'og:image:height': '630', 'og:title': 'Cheap Flights to London (LON) from $287 - KAYAK', 'og:type': 'website', 'og:description': 'Find flights to London on Norwegian Air UK, Norwegian, WOW air and more. Fly round-trip from New York from $328, from Providence from $303, from Baltimore from $325, from Newburgh from $287, from Boston from $328. Search for London flights on KAYAK now to find the best deal.', 'og:url': 'https://www.kayak.com/flight-routes/United-States-US0/London-LON', 'og:site_name': 'KAYAK', 'fb:pages': '90811893045', 'twitter:card': 'summary_large_image', 'twitter:site': '@KAYAK', 'twitter:creator': '@KAYAK', 'twitter:title': 'Cheap Flights to London (LON) from $287 - KAYAK', 'twitter:description': 'Find flights to London on Norwegian Air UK, Norwegian, WOW air and more. Fly round-trip from New York from $328, from Providence from $303, from Baltimore from $325, from Newburgh from $287, from Boston from $328. Search for London flights on KAYAK now to find the best deal.', 'twitter:image:src': 'https://a1.r9cdn.net/rimg/provider-logos/common/socialmedia/kayak-logo.png?width=440&height=220&crop=false', 'kayak_page': 'flight,static-flight-route,unknown', 'kayak_split_flight_routes_xp': '0'}], 'breadcrumb': [{'url': 'Flights', 'title': 'Flights'}, {'url': 'Worldwide', 'title': 'Worldwide'}, {'url': 'Europe', 'title': 'Europe'}, {'url': 'United Kingdom', 'title': 'United Kingdom'}, {'url': 'England', 'title': 'England'}], 'cse_image': [{'src': 'https://a1.r9cdn.net/rimg/provider-logos/common/socialmedia/kayak-logo.png?width=1200&height=630&crop=false'}]}",PySearch,1,1,utf8,utf8,off,012859022920491477448:pubdbfjmmec,www.kayak.com,i,0.373204,0.37,"28,000"
flights to london,1,Cheap Flights to London from $302 in 2019 | Skyscanner,"Search and compare the cheapest flights and airfare deals to London with top 
airlines British Airways, Air France, Virgin America and KLM. Book free today!",www.skyscanner.com,https://www.skyscanner.com/flights-to/lond/cheap-flights-to-london.html,2018-11-21 03:37:04.057528+00:00,6420,AI7SwXp02M4J,https://www.skyscanner.com/flights-to/.../cheap-flights-to-london.html,https://www.skyscanner.com/<b>flights</b>-to/.../cheap-<b>flights-to-london</b>.html,"Search and compare the cheapest <b>flights</b> and airfare deals to <b>London</b> with top <br>
airlines British Airways, Air France, Virgin America and KLM. Book free today!",Cheap <b>Flights to London</b> from $302 in 2019 | Skyscanner,customsearch#result,"{'cse_thumbnail': [{'width': '200', 'height': '200', 'src': 'https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTHVVXbF7p1m399bzNFk2cxXDSkMqbDuVW2_lOQ907WnUyiUSMmhs_rTgI'}], 'product': [{'name': 'Cheap Flights to London'}], 'metatags': [{'viewport': 'width=device-width, initial-scale = 1.0, maximum-scale=1.0, user-scalable=no', 'theme-color': '#008ca8', 'msapplication-tilecolor': '#21c4d9', 'skype_toolbar': 'SKYPE_TOOLBAR_PARSER_COMPATIBLE', 'y_key': '3ccd97fca3bc5b05', 'msapplication-id': 'App', 'msapplication-packagefamilyname': 'Skyscanner.Skyscanner_623c9he0pwcym', 'msapplication-minversion': '1.2.0.0', 'og:title': 'Found the cheapest flights to London (United Kingdom).', 'og:url': 'https://www.skyscanner.com/flights-to/lond/cheap-flights-to-london.html?utm_medium=social&utm_campaign=addthis&utm_source=facebook_us', 'og:image': 'https://www.skyscanner.com/images/opengraph_v1.png', 'og:description': 'Skyscanner compares hundreds of airlines worldwide for free. It finds the cheapest flights fast: saves you time, saves you money.', 'og:type': 'product', 'place:location:latitude': '51.507000', 'place:location:longitude': '-0.127000'}], 'hproduct': [{'fn': 'Cheap Flights to London'}], 'cse_image': [{'src': 'https://www.skyscanner.com/images/opengraph_v1.png'}]}",PySearch,1,1,utf8,utf8,off,012859022920491477448:pubdbfjmmec,www.skyscanner.com,i,0.187446,0.19,"6,420"
flights to london,1,Cheap Flights to London from £19 in 2019 | Skyscanner,"London's calling... With flights to London you can arrive at any one of the 
following airports; Gatwick, Heathrow, Stansted, Luton or London City. The 
choice ...",www.skyscanner.net,https://www.skyscanner.net/flights-to/lond/cheap-flights-to-london.html,2018-11-21 03:37:04.070296+00:00,12500,vIMA491DMdgJ,https://www.skyscanner.net/flights-to/.../cheap-flights-to-london.html,https://www.skyscanner.net/<b>flights</b>-to/.../cheap-<b>flights-to-london</b>.html,"<b>London&#39;s</b> calling... With <b>flights to London</b> you can arrive at any one of the <br>
following airports; Gatwick, Heathrow, Stansted, Luton or <b>London</b> City. The <br>
choice&nbsp;...",Cheap <b>Flights to London</b> from £19 in 2019 | Skyscanner,customsearch#result,"{'cse_thumbnail': [{'width': '200', 'height': '200', 'src': 'https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQwJ7rz_K1OMjPsqqDB205BJ9-b_0goeGaNJ5I77d-zJJzZxiYY--ci6LYv'}], 'product': [{'name': 'Flights to London'}], 'metatags': [{'viewport': 'width=device-width, initial-scale = 1.0, maximum-scale=1.0, user-scalable=no', 'theme-color': '#008ca8', 'msapplication-tilecolor': '#21c4d9', 'skype_toolbar': 'SKYPE_TOOLBAR_PARSER_COMPATIBLE', 'y_key': '3ccd97fca3bc5b05', 'msapplication-id': 'App', 'msapplication-packagefamilyname': 'Skyscanner.Skyscanner_623c9he0pwcym', 'msapplication-minversion': '1.2.0.0', 'og:title': 'Found the cheapest flights to London (United Kingdom).', 'og:url': 'https://www.skyscanner.net/flights-to/lond/cheap-flights-to-london.html?utm_medium=social&utm_campaign=addthis&utm_source=facebook_uk', 'og:image': 'https://www.skyscanner.net/images/opengraph_v1.png', 'og:description': 'Skyscanner compares hundreds of airlines worldwide for free. It finds the cheapest flights fast: saves you time, saves you money.', 'og:type': 'product', 'place:location:latitude': '51.507000', 'place:location:longitude': '-0.127000'}], 'hproduct': [{'fn': 'Flights to London'}], 'cse_image': [{'src': 'https://www.skyscanner.net/images/opengraph_v1.png'}]}",PySearch,1,1,utf8,utf8,off,012859022920491477448:pubdbfjmmec,www.skyscanner.net,i,0.17084,0.17,"12,500"
flights to london,1,"Cheap Flights to London, England - Search Deals on Airfare to ...","Looking for cheap flights to London, England from your destination? Search for 
airfare and flight ticket deals at cheapflights.com and book your next flight today.",www.cheapflights.com,https://www.cheapflights.com/flights-to-london/,2018-11-21 03:37:04.082670+00:00,37500,DfdrRispHbMJ,https://www.cheapflights.com/flights-to-london/,https://www.cheap<b>flights</b>.com/<b>flights-to-london</b>/,"Looking for cheap <b>flights to London</b>, England from your destination? Search for <br>
airfare and <b>flight</b> ticket deals at cheapflights.com and book your next <b>flight</b> today.","Cheap <b>Flights to London</b>, England - Search Deals on Airfare to ...",customsearch#result,"{'cse_thumbnail': [{'width': '387', 'height': '130', 'src': 'https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTYBUN8Zyw0nGhuKWqsEpF9DVZGMpHBXqwt-9T3iwtvU_zcF04wh_B-4OY'}], 'metatags': [{'viewport': 'width=device-width, initial-scale=1', 'format-detection': 'telephone=no', 'r9-version': 'R441b', 'r9-built': '20181107.061117', 'r9-rendered': '20181113.085414.EST', 'og:image': 'https://www.cheapflights.com/rimg/dimg/8a/d8/29dcb2f0-city-28501-163daec2029.jpg?width=740&height=250&crop=true&xhint=2923&yhint=1314&width=1200&height=630&crop=false', 'og:image:width': '1200', 'og:image:height': '630', 'og:title': 'Cheap Flights to London, England - Search Deals on Airfare to London from Cheapflights.com', 'og:type': 'website', 'og:description': 'Looking for cheap flights to London, England from your destination? Search for airfare and flight ticket deals at cheapflights.com and book your next flight today.', 'og:url': 'https://www.cheapflights.com/flights-to-london/', 'og:site_name': 'Cheapflights', 'fb:pages': '90811893045', 'twitter:card': 'summary_large_image', 'twitter:site': '@Cheapflights', 'twitter:creator': '@Cheapflights', 'twitter:title': 'Cheap Flights to London, England - Search Deals on Airfare to London from Cheapflights.com', 'twitter:description': 'Looking for cheap flights to London, England from your destination? Search for airfare and flight ticket deals at cheapflights.com and book your next flight today.', 'twitter:image:src': 'https://www.cheapflights.com/rimg/dimg/8a/d8/29dcb2f0-city-28501-163daec2029.jpg?width=740&height=250&crop=true&xhint=2923&yhint=1314&width=440&height=220&crop=false', 'kayak_page': 'flight,static-flight-route-cf,splits'}], 'breadcrumb': [{'url': 'Home', 'title': 'Home'}, {'url': 'Flights', 'title': 'Flights'}, {'url': 'Europe', 'title': 'Europe'}, {'url': 'United Kingdom', 'title': 'United Kingdom'}, {'url': 'England', 'title': 'England'}], 'cse_image': [{'src': 'https://www.cheapflights.com/rimg/dimg/8a/d8/29dcb2f0-city-28501-163daec2029.jpg?width=740&height=250&crop=true&xhint=2923&yhint=1314&width=1200&height=630&crop=false'}]}",PySearch,1,1,utf8,utf8,off,012859022920491477448:pubdbfjmmec,www.cheapflights.com,i,0.185472,0.19,"37,500"
flights to london,1,"Cheap Flights to London, (LON) Airline Tickets","Cheap Fare on Flights to London (LON) starting at $366 round trip. Search 
hundreds of airlines for the cheapest tickets to London, United Kingdom!",www.cheapoair.com,https://www.cheapoair.com/flights/cheap-flights-to-london-lon-united-kingdom,2018-11-21 03:37:04.095142+00:00,1250,UFIRJt0bjSkJ,https://www.cheapoair.com/flights/cheap-flights-to-london-lon-united- kingdom,https://www.cheapoair.com/<b>flights</b>/cheap-<b>flights-to-london</b>-lon-united- kingdom,"Cheap Fare on <b>Flights to London</b> (LON) starting at $366 round trip. Search <br>
hundreds of airlines for the cheapest tickets to <b>London</b>, United Kingdom!","Cheap <b>Flights to London</b>, (LON) <b>Airline</b> Tickets",customsearch#result,"{'metatags': [{'copyright': 'Copyright 2018 by Cheapoair.com', 'author': 'CA-GlobalCMS', 'resource-type': 'DOCUMENT', 'distribution': 'GLOBAL', 'rating': 'GENERAL', 'format-detection': 'telephone=no', 'viewport': 'width=device-width, initial-scale=1.0'}], 'breadcrumb': [{'url': 'CheapOair', 'title': 'CheapOair'}, {'url': 'Flights', 'title': 'Flights'}, {'url': 'Europe', 'title': 'Europe'}, {'url': 'United Kingdom', 'title': 'United Kingdom'}]}",PySearch,1,1,utf8,utf8,off,012859022920491477448:pubdbfjmmec,www.cheapoair.com,i,0.198611,0.20,"1,250"
flights to london,1,Flights to London (LON) on Orbitz.com,"Flights to London (LON): Search on Orbitz for cheap London flights, airlines, and 
airfares to London.",www.orbitz.com,https://www.orbitz.com/Cheap-Flights-To-London.d178279.Travel-Guide-Flights,2018-11-21 03:37:04.107331+00:00,30700,wCYm4qeKVdUJ,https://www.orbitz.com/Cheap-Flights-To-London.d178279.Travel-Guide- Flights,https://www.orbitz.com/Cheap-<b>Flights-To-London</b>.d178279.Travel-Guide- <b>Flights</b>,"<b>Flights to London</b> (LON): Search on Orbitz for cheap <b>London flights</b>, airlines, and <br>
airfares to <b>London</b>.",<b>Flights to London</b> (LON) on Orbitz.com,customsearch#result,"{'metatags': [{'oip.set': 'false', 'oip.yes': 'false', 'oip.no': 'false', 'oip.cantrack': 'true', 'viewport': 'width=device-width, initial-scale=1.0', 'ewe:page-epoch': '1542715705713', 'ewe:page': 'FLEX', 'flex:page-type': 'TRAVEL_GUIDE_FLIGHTS', 'flex:template-id': '70201-en_US-Travel-Guide-Flights-flow-mobile', 'flex:template-fm-id': '1352', 'flex:template-version': '38', 'essclientid': 'flex.flight.Travel-Guide-Flights', 'og:title': 'Flights to London (LON) on Orbitz.com', 'og:type': 'website', 'og:description': 'Flights to London (LON): Search on Orbitz for cheap London flights, airlines, and airfares to London', 'og:locale': 'en_US', 'og:site_name': 'Orbitz.com', 'og:url': 'https://www.orbitz.com/Cheap-Flights-To-London.d178279.Travel-Guide-Flights'}], 'listitem': [{'item': 'Orbitz.com', 'name': 'Orbitz.com', 'url': '/', 'position': '1'}, {'item': 'Flights', 'name': 'Flights', 'url': '/Flights', 'position': '2'}, {'item': 'United Kingdom', 'name': 'United Kingdom', 'url': '/Destinations-In-United-Kingdom.d190.Flight-Destinations', 'position': '3'}, {'item': 'England', 'name': 'England', 'url': '/Destinations-In-England.d11218.Flight-Destinations', 'position': '4'}, {'name': 'Flights to London', 'url': 'http://www.orbitz.com/Cheap-Flights-To-London.d178279.Travel-Guide-Flights'}], 'map': [{'url': 'https://maps.google.com/maps?ll=51.507538,-0.127804&z=11'}]}",PySearch,1,1,utf8,utf8,off,012859022920491477448:pubdbfjmmec,www.orbitz.com,i,0.247116,0.25,"30,700"
flights to london,1,Flights to London Cheap Air Tickets @Rs.20000 OFF - MakeMyTrip,"Book cheap International flights to London at MakeMyTrip India. Best airfares 
deals on London airlines tickets. Online booking of cheap London flight ticket at ...",www.makemytrip.com,https://www.makemytrip.com/international-flights/london-flight-tickets.html,2018-11-21 03:37:04.120139+00:00,19200,nF7Yg6AmVKAJ,https://www.makemytrip.com/...flights/london-flight-tickets.html,https://www.makemytrip.com/...<b>flights</b>/<b>london</b>-<b>flight</b>-tickets.html,"Book cheap International <b>flights to London</b> at MakeMyTrip India. Best airfares <br>
deals on <b>London</b> airlines tickets. Online booking of cheap <b>London flight</b> ticket at&nbsp;...",<b>Flights to London</b> Cheap Air Tickets @Rs.20000 OFF - MakeMyTrip,customsearch#result,"{'metatags': [{'mobileoptimized': 'width', 'handheldfriendly': 'true', 'viewport': 'width=device-width, initial-scale=1.0, maximum-scale=1.0, user-scalable=no'}]}",PySearch,1,1,utf8,utf8,off,012859022920491477448:pubdbfjmmec,www.makemytrip.com,i,0.17225,0.17,"19,200"
flights to london,1,Flight to London (LON) from $ 401 | Flight offers - Lufthansa ®,"Flights to London (LON). Book your cheap international flights to London today. 
Plan your trip to London with Lufthansa last minute deals.",www.lufthansa.com,https://www.lufthansa.com/flights/us/flight-london,2018-11-21 03:37:04.132347+00:00,3340,esOkpQpC4HEJ,https://www.lufthansa.com/flights/us/flight-london,https://www.lufthansa.com/<b>flights</b>/us/<b>flight</b>-<b>london</b>,"<b>Flights to London</b> (LON). Book your cheap international <b>flights to London</b> today. <br>
Plan your trip to <b>London</b> with Lufthansa last minute deals.",<b>Flight to London</b> (LON) from $ 401 | <b>Flight</b> offers - Lufthansa ®,customsearch#result,"{'cse_thumbnail': [{'width': '225', 'height': '225', 'src': 'https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTmIjh-qdbcf2Yk3jq9aum_DxfRmBKirBzeVLDAdW6i69BiZdW5PYG4hAc'}], 'metatags': [{'viewport': 'width=device-width, initial-scale=1', 'language': 'en', 'distribution': 'global', 'publisher': 'Lufthansa AG', 'copyright': 'Lufthansa AG', 'x-portal': 'LH', 'x-portal-site': 'US', 'x-portal-language': 'en', 'x-portal-taxonomy': 'Homepage2014', 'wt.cg_n': 'SEO', 'wt.cg_s': 'content_dest', 'dcsext.taxonomy': 'SEO>content_dest', 'dcsext.portal': 'LH', 'dcsext.language': 'en', 'dcsext.nodeid': 'bS-9-content_dest-4006', 'dcsext.custstatus': 'ANONYMOUS', 'position': '1'}], 'cse_image': [{'src': 'https://lh-travelguide.com/lh/uploads/2014/06/london_st_pauls-320x320.jpg'}]}",PySearch,1,1,utf8,utf8,off,012859022920491477448:pubdbfjmmec,www.lufthansa.com,i,0.167932,0.17,"3,340"
flights to singapore,1,"$489 Flights to Singapore, Singapore (SIN) - TripAdvisor","Cheap Flights to Singapore: Enter your dates once and have TripAdvisor search 
multiple sites to find the best prices on Singapore flights.",www.tripadvisor.com,https://www.tripadvisor.com/Flights-g294265-Singapore-Cheap_Discount_Airfares.html,2018-11-21 03:37:04.145114+00:00,384000,RG8GRojZq_QJ,https://www.tripadvisor.com/Flights-g294265-Singapore-Cheap_Discount_ Airfares.html,https://www.tripadvisor.com/<b>Flights</b>-g294265-<b>Singapore</b>-Cheap_Discount_ Airfares.html,"Cheap <b>Flights to Singapore</b>: Enter your dates once and have TripAdvisor search <br>
multiple sites to find the best prices on <b>Singapore flights</b>.","$489 <b>Flights to Singapore</b>, <b>Singapore</b> (SIN) - TripAdvisor",customsearch#result,"{'cse_thumbnail': [{'width': '259', 'height': '194', 'src': 'https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSsFNdesQjHYxCX-ofu3LMYUhgLuoxV12MRfNKiZaT1Wly4wmBXS2WQI40'}], 'metatags': [{'theme-color': '#00a680', 'format-detection': 'telephone=no', 'og:title': '$489 Flights to Singapore, Singapore (SIN) - TripAdvisor', 'og:description': 'Cheap Flights to Singapore: Enter your dates once and have TripAdvisor search multiple sites to find the best prices on Singapore flights.', 'og:image': 'https://media-cdn.tripadvisor.com/media/photo-s/12/10/01/a7/singapore.jpg', 'og:image:width': '550', 'og:image:height': '412', 'og:type': 'website', 'og:url': 'http://www.tripadvisor.com/Flights-g294265-Singapore-Cheap_Discount_Airfares.html', 'og:site_name': 'TripAdvisor', 'fb:admins': '100000982334629', 'fb:app_id': '162729813767876', 'fb:pages': '5863091683', 'viewport': 'width=device-width, initial-scale=1.0, user-scalable=no', 'apple-itunes-app': 'app-id=284876795'}], 'breadcrumb': [{'url': 'Asia', 'title': 'Asia'}, {'url': 'Singapore', 'title': 'Singapore'}, {'url': 'Singapore', 'title': 'Singapore'}, {'url': 'Singapore Flights', 'title': 'Singapore Flights'}], 'cse_image': [{'src': 'https://media-cdn.tripadvisor.com/media/photo-s/12/10/01/a7/singapore.jpg'}]}",PySearch,1,1,utf8,utf8,off,012859022920491477448:pubdbfjmmec,www.tripadvisor.com,i,0.285282,0.29,"384,000"
flights to singapore,1,"Cheap Flights to Singapore, Singapore (SIN Airport) $168.06 in ...","Expedia Add-On Advantage: Book a flight & unlock up to 43% off select hotels. 
Terms apply. Travel the world better. Flights to Singapore from airlines such as ...",www.expedia.com,https://www.expedia.com/Cheap-Flights-To-Singapore.d180027.Travel-Guide-Flights,2018-11-21 03:37:04.158038+00:00,558000,kU0WJFxkXUkJ,https://www.expedia.com/Cheap-Flights-To-Singapore.d180027.Travel- Guide-Flights,https://www.expedia.com/Cheap-<b>Flights-To-Singapore</b>.d180027.Travel- Guide-<b>Flights</b>,"Expedia Add-On Advantage: Book a <b>flight</b> &amp; unlock up to 43% off select hotels. <br>
Terms apply. Travel the world better. <b>Flights to Singapore</b> from airlines such as&nbsp;...","Cheap <b>Flights to Singapore</b>, <b>Singapore</b> (SIN Airport) $168.06 in ...",customsearch#result,"{'metatags': [{'oip.set': 'false', 'oip.yes': 'false', 'oip.no': 'false', 'oip.cantrack': 'true', 'viewport': 'width=device-width, initial-scale=1.0', 'data-fm-seo': '10497234', 'ewe:page-epoch': '1542746606841', 'ewe:page': 'FLEX', 'flex:page-type': 'TRAVEL_GUIDE_FLIGHTS', 'flex:template-id': '1-en_US-Travel-Guide-Flights', 'flex:template-fm-id': '1091', 'flex:template-version': '56', 'essclientid': 'flex.flight.Travel-Guide-Flights', 'og:title': 'Cheap Flights to Singapore, Singapore (SIN Airport) $168.06 in 2018 | Expedia', 'og:type': 'website', 'og:description': 'Expedia Add-On Advantage: Book a flight & unlock up to 43% off select hotels. Terms apply. Travel the world better. Flights to Singapore from airlines such as American Airlines, Delta, United, JetBlue, Frontier, and more. Book your flight + hotel to save up to 100% on your flight.', 'og:locale': 'en_US', 'og:site_name': 'Expedia.com', 'og:url': 'https://www.expedia.com/Cheap-Flights-To-Singapore.d180027.Travel-Guide-Flights'}], 'listitem': [{'item': 'Expedia.com', 'name': 'Expedia.com', 'url': '/', 'position': '1'}, {'item': 'Flights', 'name': 'Flights', 'url': '/Flights', 'position': '2'}, {'item': 'Singapore', 'name': 'Singapore', 'url': '/Destinations-In-Singapore.d161.Flight-Destinations', 'position': '3'}, {'name': 'Flights to Singapore', 'url': '/Singapore.dx3168', 'position': '1'}]}",PySearch,1,1,utf8,utf8,off,012859022920491477448:pubdbfjmmec,www.expedia.com,i,0.184679,0.18,"558,000"
flights to singapore,1,Cheap Flights to Singapore (SIN) from $442 - KAYAK,"Find flights to Singapore on XiamenAir, Air China, China Eastern and more. Fly 
round-trip from San Francisco from $492, from New York from $460, from ...",www.kayak.com,https://www.kayak.com/flight-routes/United-States-US0/Singapore-Changi-SIN,2018-11-21 03:37:04.171010+00:00,70200,ioJQt6sNVj4J,https://www.kayak.com/flight-routes/.../Singapore-Changi-SIN,https://www.kayak.com/<b>flight</b>-routes/.../<b>Singapore</b>-Changi-SIN,"Find <b>flights to Singapore</b> on XiamenAir, Air China, China Eastern and more. <b>Fly</b> <br>
round-trip from San Francisco from $492, from New York from $460, from&nbsp;...",Cheap <b>Flights to Singapore</b> (SIN) from $442 - KAYAK,customsearch#result,"{'cse_thumbnail': [{'width': '310', 'height': '163', 'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ2TGuhU4BQGEAzqzd0JENgdlvVTL0_VD3l2HWQAv1P1r7ddVnTHXKx7Mga'}], 'metatags': [{'viewport': 'width=device-width, initial-scale=1', 'format-detection': 'telephone=no', 'msvalidate.01': 'F474AA342B64B17CDE53F5C5D4C07C7A', 'r9-version': 'R441b', 'r9-built': '20181107.061117', 'r9-rendered': '20181111.040333.EST', 'og:image': 'https://a1.r9cdn.net/rimg/provider-logos/common/socialmedia/kayak-logo.png?width=1200&height=630&crop=false', 'og:image:width': '1200', 'og:image:height': '630', 'og:title': 'Cheap Flights to Singapore (SIN) from $442 - KAYAK', 'og:type': 'website', 'og:description': 'Find flights to Singapore on XiamenAir, Air China, China Eastern and more. Fly round-trip from San Francisco from $492, from New York from $460, from Honolulu from $520, from Los Angeles from $439, from San Jose from $546. Search for Singapore flights on KAYAK now to find the best deal.', 'og:url': 'https://www.kayak.com/flight-routes/United-States-US0/Singapore-Changi-SIN', 'og:site_name': 'KAYAK', 'fb:pages': '90811893045', 'twitter:card': 'summary_large_image', 'twitter:site': '@KAYAK', 'twitter:creator': '@KAYAK', 'twitter:title': 'Cheap Flights to Singapore (SIN) from $442 - KAYAK', 'twitter:description': 'Find flights to Singapore on XiamenAir, Air China, China Eastern and more. Fly round-trip from San Francisco from $492, from New York from $460, from Honolulu from $520, from Los Angeles from $439, from San Jose from $546. Search for Singapore flights on KAYAK now to find the best deal.', 'twitter:image:src': 'https://a1.r9cdn.net/rimg/provider-logos/common/socialmedia/kayak-logo.png?width=440&height=220&crop=false', 'kayak_page': 'flight,static-flight-route,unknown', 'kayak_split_flight_routes_xp': '1'}], 'breadcrumb': [{'url': 'Flights', 'title': 'Flights'}, {'url': 'Worldwide', 'title': 'Worldwide'}, {'url': 'Asia', 'title': 'Asia'}, {'url': 'Singapore', 'title': 'Singapore'}], 'cse_image': [{'src': 'https://a1.r9cdn.net/rimg/provider-logos/common/socialmedia/kayak-logo.png?width=1200&height=630&crop=false'}]}",PySearch,1,1,utf8,utf8,off,012859022920491477448:pubdbfjmmec,www.kayak.com,i,0.195175,0.20,"70,200"
flights to singapore,1,Cheap Flights to Singapore Changi from $422 in 2019 | Skyscanner,"Cheap Flight to Singapore People fly in and out of Singapore Changi Airport (SIN
) on their way to destinations all across the globe, making Singapore one of the ...",www.skyscanner.com,https://www.skyscanner.com/flights-to/sin/cheap-flights-to-singapore-changi-airport.html,2018-11-21 03:37:04.183436+00:00,9400,pmlpbdGgLrgJ,https://www.skyscanner.com/flights.../cheap-flights-to-singapore-changi- airport.html,https://www.skyscanner.com/<b>flights</b>.../cheap-<b>flights-to-singapore</b>-changi- airport.html,"Cheap <b>Flight to Singapore</b> People <b>fly</b> in and out of <b>Singapore</b> Changi Airport (SIN<br>
) on their way to destinations all across the globe, making <b>Singapore</b> one of the&nbsp;...",Cheap <b>Flights to Singapore</b> Changi from $422 in 2019 | Skyscanner,customsearch#result,"{'cse_thumbnail': [{'width': '200', 'height': '200', 'src': 'https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTHVVXbF7p1m399bzNFk2cxXDSkMqbDuVW2_lOQ907WnUyiUSMmhs_rTgI'}], 'product': [{'name': 'Cheap Flights to Singapore Changi'}], 'metatags': [{'viewport': 'width=device-width, initial-scale = 1.0, maximum-scale=1.0, user-scalable=no', 'theme-color': '#008ca8', 'msapplication-tilecolor': '#21c4d9', 'skype_toolbar': 'SKYPE_TOOLBAR_PARSER_COMPATIBLE', 'y_key': '3ccd97fca3bc5b05', 'msapplication-id': 'App', 'msapplication-packagefamilyname': 'Skyscanner.Skyscanner_623c9he0pwcym', 'msapplication-minversion': '1.2.0.0', 'og:title': 'Found the cheapest flights to Singapore Changi. Prices from $452.', 'og:url': 'https://www.skyscanner.com/flights-to/sin/cheap-flights-to-singapore-changi-airport.html?utm_medium=social&utm_campaign=addthis&utm_source=facebook_us', 'og:image': 'https://www.skyscanner.com/images/opengraph_v1.png', 'og:description': 'Skyscanner compares hundreds of airlines worldwide for free. It finds the cheapest flights fast: saves you time, saves you money.', 'og:type': 'product', 'place:location:latitude': '1.350278', 'place:location:longitude': '103.994444'}], 'hproduct': [{'fn': 'Cheap Flights to Singapore Changi'}], 'cse_image': [{'src': 'https://www.skyscanner.com/images/opengraph_v1.png'}]}",PySearch,1,1,utf8,utf8,off,012859022920491477448:pubdbfjmmec,www.skyscanner.com,i,0.155328,0.16,"9,400"
